year,region,quantity
2015,Inner London (NUTS 2010),0
2015,Outer London (NUTS 2010),0
2015,Inner London - West,0
2015,Inner London - East,0
2015,Outer London - East and North East,0
2015,Outer London - South,0
2015,Outer London - West and North West,0
2015,South East (UK),560
2015,"Berkshire, Buckinghamshire and Oxfordshire",153
2015,"Surrey, East and West Sussex",188
2015,Hampshire and Isle of Wight,130
2015,Kent,0
2015,South West (UK),3576
2015,"Gloucestershire, Wiltshire and Bristol/Bath area",675
2015,Dorset and Somerset,1202
2015,Cornwall and Isles of Scilly,597
2015,Devon,1101
2015,Wales,2029
2015,West Wales and The Valleys,1460
2015,East Wales,569
2015,Scotland,1448
2015,North Eastern Scotland (NUTS 2003),0
2015,Eastern Scotland,164
2015,South Western Scotland,1128
2015,Highlands and Islands (NUTS 2003),0
2015,North Eastern Scotland,61
2015,Highlands and Islands,94
2015,Northern Ireland (UK),2566
2015,Northern Ireland (UK),2566
2015,Crna Gora,0
2015,Crna Gora,0
2015,Istanbul,103.5
2015,Istanbul,103.5
2015,Bati Marmara,1716.94
2015,"Tekirdag, Edirne, Kirklareli",692.18
2015,"Balikesir, eanakkale",1024.76
2015,Ege,2935.76
2015,Izmir,862.09
2015,"Aydin, Denizli, Mugla",1030.37
2015,"Manisa, Afyonkarahisar, Ketahya, Usak",1043.3
2015,Dogu Marmara,949.42
2015,"Bursa, Eskisehir, Bilecik",454.14
2015,"Kocaeli, Sakarya, Dezce, Bolu, Yalova",495.28
2015,Bati Anadolu,1263.76
2015,Ankara,243.02
2015,"Konya, Karaman",1020.74
2015,Akdeniz,1551.87
2015,"Antalya, Isparta, Burdur",709.05
2015,"Adana, Mersin",388.21
2015,"Hatay, Kahramanmaras, Osmaniye",454.61
2015,Orta Anadolu,1810.36
2015,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",831.51
2015,"Kayseri, Sivas, Yozgat",978.85
2015,Bati Karadeniz,1615.92
2015,"Zonguldak, Karabek, Bartin",159.24
2015,"Kastamonu, eankiri, Sinop",518.05
2015,"Samsun, Tokat, eorum, Amasya",938.63
2015,Dogu Karadeniz,622.68
2015,"Trabzon, Ordu, Giresun, Rize, Artvin, Gemeshane",622.68
2015,Kuzeydogu Anadolu,2251.83
2015,"Erzurum, Erzincan, Bayburt",913.1
2015,"Agri, Kars, Igdir, Ardahan",1338.73
2015,Ortadogu Anadolu,1144.02
2015,"Malatya, Elazig, Bingel, Tunceli",608.07
2015,"Van, Mus, Bitlis, Hakkari",535.95
2015,Geneydogu Anadolu,967.49
2015,"Gaziantep, Adiyaman, Kilis",187.98
2015,"Sanliurfa, Diyarbakir",546.83
2015,"Mardin, Batman, Sirnak, Siirt",232.68
