year,region,quantity
2011,Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,0
2011,Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,0
2011,Vlaams Gewest,2434.12
2011,Prov. Antwerpen,657.07
2011,Prov. Limburg (BE),307.56
2011,Prov. Oost-Vlaanderen,609.3
2011,Prov. Vlaams-Brabant,114.44
2011,Prov. West-Vlaanderen,745.75
2011,Region wallonne,1493.01
2011,Prov. Brabant Wallon,55.77
2011,Prov. Hainaut,423.5
2011,Prov. Liege,616.1
2011,Prov. Luxembourg (BE),189.33
2011,Prov. Namur,208.32
2011,Severna i yugoiztochna Bulgaria,719
2011,Severozapaden,138
2011,Severen tsentralen,136
2011,Severoiztochen,152
2011,Yugoiztochen,293
2011,Yugozapadna i yuzhna tsentralna Bulgaria,407
2011,Yugozapaden,106
2011,Yuzhen tsentralen,301
2011,Ceske republika,2735.6
2011,Praha,2.87
2011,Stredne Cechy,345.58
2011,Jihozepad,608.64
2011,Severozepad,103.4
2011,Severovechod,537.1
2011,Jihovechod,630.23
2011,Stredne Morava,349.3
2011,Moravskoslezsko,158.48
2011,Danmark,4799.9
2011,Hovedstaden,72
2011,Sjelland,163.2
2011,Syddanmark,1968
2011,Midtjylland,1463.9
2011,Nordjylland,1132.8
2011,Baden-Werttemberg,2286
2011,Stuttgart,666.2
2011,Karlsruhe,154.7
2011,Freiburg,403.7
2011,Tebingen,1061.4
2011,Bayern,7931
2011,Oberbayern,2325.6
2011,Niederbayern,999.4
2011,Oberpfalz,1064.9
2011,Oberfranken,606.1
2011,Mittelfranken,766.1
2011,Unterfranken,229.6
2011,Schwaben,1939.3
2011,Berlin,1.1
2011,Berlin,1.1
2011,Brandenburg,1364.1
2011,Brandenburg,1364.1
2011,Brandenburg - Nordost (NUTS 2006),0
2011,Brandenburg - Sedwest (NUTS 2006),0
2011,Bremen,31.1
2011,Bremen,31.1
2011,Hamburg,6.6
2011,Hamburg,6.6
2011,Hessen,1014.1
2011,Darmstadt,205.7
2011,Gieeen,265
2011,Kassel,543.3
2011,Mecklenburg-Vorpommern,1464.7
2011,Mecklenburg-Vorpommern,1464.7
2011,Niedersachsen,5999.4
2011,Braunschweig,200.9
2011,Hannover,517.1
2011,Leneburg,2221
2011,Weser-Ems,3060.3
2011,Nordrhein-Westfalen,3048.7
2011,Desseldorf,810.6
2011,Keln,623.7
2011,Menster,742.7
2011,Detmold,423.4
2011,Arnsberg,448.3
2011,Rheinland-Pfalz,836.8
2011,Koblenz,0
2011,Trier,0
2011,Rheinhessen-Pfalz,0
2011,Saarland,94.9
2011,Saarland,94.9
2011,Sachsen,1604.9
2011,Chemnitz (NUTS 2006),0
2011,Dresden,586.4
2011,Leipzig (NUTS 2006),0
2011,Chemnitz,759
2011,Leipzig,259.6
2011,Sachsen-Anhalt,1051
2011,Sachsen-Anhalt,1051
2011,Dessau (NUTS 1999),0
2011,Halle (NUTS 2003),0
2011,Magdeburg (NUTS 2003),0
2011,Schleswig-Holstein,2664.1
2011,Schleswig-Holstein,2664.1
2011,Theringen,937.7
2011,Theringen,937.7
2011,Eesti,692.4
2011,Eesti,692.4
2011,eire/Ireland,5556.2
2011,"Border, Midland and Western",1110.25
2011,Southern and Eastern,4445.95
2011,Voreia Ellada,0
2011,"Anatoliki Makedonia, Thraki",0
2011,Kentriki Makedonia,0
2011,Dytiki Makedonia,0
2011,Ipeiros,0
2011,Voreia Ellada (NUTS 2010),536.57
2011,"Anatoliki Makedonia, Thraki (NUTS 2010)",109.66
2011,Kentriki Makedonia (NUTS 2010),305.6
2011,Dytiki Makedonia (NUTS 2010),28.27
2011,Thessalia (NUTS 2010),93.05
2011,Kentriki Ellada,0
2011,Thessalia,0
2011,Ionia Nisia,0
2011,Dytiki Ellada,0
2011,Sterea Ellada,0
2011,Peloponnisos,0
2011,Kentriki Ellada (NUTS 2010),74.42
2011,Ipeiros (NUTS 2010),22.1
2011,Ionia Nisia (NUTS 2010),0.12
2011,Dytiki Ellada (NUTS 2010),22.75
2011,Sterea Ellada (NUTS 2010),25.4
2011,Peloponnisos (NUTS 2010),4.05
2011,Attiki,9.32
2011,Attiki,9.32
2011,"Nisia Aigaiou, Kriti",18.59
2011,Voreio Aigaio,2.42
2011,Notio Aigaio,15.85
2011,Kriti,0.33
2011,Noroeste (ES),3520.09
2011,Galicia,2546.23
2011,Principado de Asturias,551.81
2011,Cantabria,422.05
2011,Noreste (ES),496.21
2011,Paes Vasco,183.28
2011,Comunidad Foral de Navarra,191.89
2011,La Rioja,15.16
2011,Aragen,105.88
2011,Comunidad de Madrid,63.7
2011,Comunidad de Madrid,63.7
2011,Centro (ES),1100.18
2011,Castilla y Leen,865.34
2011,Castilla-la Mancha,202.85
2011,Extremadura,32.26
2011,Este (ES),769.2
2011,Cataluea,644.04
2011,Comunidad Valenciana,50.33
2011,Illes Balears,74.82
2011,Sur (ES),504.88
2011,Andalucea,462.2
2011,Regien de Murcia,42.68
2011,Ciudad Autenoma de Ceuta (ES),0
2011,Ciudad Autenoma de Melilla (ES),0
2011,Canarias (ES),33.43
2011,Canarias (ES),33.43
2011,ele de France,50.85
2011,ele de France,50.85
2011,Bassin Parisien,6342.53
2011,Champagne-Ardenne,720.05
2011,Picardie,960.47
2011,Haute-Normandie,905.32
2011,Centre (FR),492.59
2011,Basse-Normandie,2868.97
2011,Bourgogne,395.13
2011,Nord - Pas-de-Calais,1382.4
2011,Nord - Pas-de-Calais,1382.4
2011,Est (FR),2854.78
2011,Lorraine,1339.48
2011,Alsace,315.42
2011,Franche-Comte,1199.88
2011,Ouest (FR),9762.62
2011,Pays de la Loire,3737.56
2011,Bretagne,5320.85
2011,Poitou-Charentes,704.21
2011,Sud-Ouest (FR),1779.52
2011,Aquitaine,695.21
2011,Midi-Pyrenees,899.83
2011,Limousin,184.47
2011,Centre-Est (FR),2779.37
2011,Rhene-Alpes,1553.78
2011,Auvergne,1225.59
2011,Mediterranee,118.31
2011,Languedoc-Roussillon,88.72
2011,Provence-Alpes-Cete d'Azur,29.59
2011,Corse,0
2011,Departements d'outre-mer,21.56
2011,Guadeloupe,0
2011,Martinique,0.42
2011,Guyane,0.03
2011,La Reunion,21.12
2011,Mayotte,0
2011,Departements d'outre-mer (NUTS 2010),21.56
2011,Guadeloupe (NUTS 2010),0
2011,Martinique (NUTS 2010),0.42
2011,Guyane (NUTS 2010),0.03
2011,Reunion (NUTS 2010),21.12
2011,Jadranska Hrvatska,71
2011,Kontinentalna Hrvatska,732
2011,Sjeverozapadna Hrvatska (former statistical region),0
2011,Sredisnja i Istocna (Panonska) Hrvatska (former statistical region),0
2011,Nord-Ovest,5171.7
2011,Piemonte,855.99
2011,Valle d'Aosta/Vallee d'Aoste,44.85
2011,Liguria,43.6
2011,Lombardia,4227.26
2011,Nord-Est,4193.36
2011,Provincia Autonoma di Bolzano/Bozen,391.75
2011,Provincia Autonoma di Trento,159.14
2011,Veneto,995.36
2011,Friuli-Venezia Giulia,213.96
2011,Emilia-Romagna,2433.15
2011,Nord-Est (NUTS 2006),0
2011,Emilia-Romagna (NUTS 2006),0
2011,Centro (IT),637.5
2011,Toscana,60.14
2011,Umbria,66.46
2011,Marche,63.73
2011,Lazio,447.17
2011,Centro (I) (NUTS 2006),0
2011,Marche (NUTS 2006),0
2011,Sud,843.86
2011,Abruzzo,39.59
2011,Molise,73.99
2011,Campania,325.56
2011,Puglia,273.68
2011,Basilicata,46.62
2011,Calabria,84.41
2011,Isole,452.18
2011,Sicilia,210.94
2011,Sardegna,241.24
2011,Kypros,156.02
2011,Kypros,156.02
2011,Latvija,841.7
2011,Latvija,841.7
2011,Lietuva,1782.32
2011,Lietuva,1782.32
2011,Luxembourg,292.25
2011,Luxembourg,292.25
2011,Luxembourg,292.25
2011,Kezep-Magyarorszeg,123.12
2011,Kezep-Magyarorszeg,123.12
2011,Dunentel,688.42
2011,Kezep-Dunentel,244.82
2011,Nyugat-Dunentel,249.91
2011,Del-Dunentel,193.69
2011,Alfeld es eszak,900.93
2011,eszak-Magyarorszeg,125.98
2011,eszak-Alfeld,393.34
2011,Del-Alfeld,381.61
2011,Malta,0
2011,Malta,0
2011,Noord-Nederland,3532
2011,Groningen,711
2011,Friesland (NL),2084
2011,Drenthe,737
2011,Oost-Nederland,3903
2011,Overijssel,1904
2011,Gelderland,1766
2011,Flevoland,233
2011,West-Nederland,2151
2011,Utrecht,646
2011,Noord-Holland,609
2011,Zuid-Holland,757
2011,Zeeland,140
2011,Zuid-Nederland,2056
2011,Noord-Brabant,1673
2011,Limburg (NL),383
2011,Ostesterreich,688.31
2011,Burgenland (AT),30.16
2011,Niederesterreich,658.15
2011,Wien,0
2011,Sedesterreich,731.95
2011,Kernten,214.36
2011,Steiermark,517.59
2011,Westesterreich,1886.87
2011,Oberesterreich,1038.63
2011,Salzburg,333.2
2011,Tirol,351.51
2011,Vorarlberg,163.54
2011,Region Centralny,3716
2011,Ledzkie,986
2011,Mazowieckie,2730
2011,Region Poludniowy,575
2011,Malopolskie,357
2011,Slaskie,218
2011,Region Wschodni,3663
2011,Lubelskie,743
2011,Podkarpackie,261
2011,Swietokrzyskie,395
2011,Podlaskie,2264
2011,Region Pelnocno-Zachodni,1826
2011,Wielkopolskie,1519
2011,Zachodniopomorskie,185
2011,Lubuskie,122
2011,Region Poludniowo-Zachodni,453
2011,Dolnoslaskie,188
2011,Opolskie,265
2011,Region Pelnocny,2181
2011,Kujawsko-Pomorskie,895
2011,Warminsko-Mazurskie,970
2011,Pomorskie,316
2011,Continente,1352.63
2011,Norte,752.72
2011,Algarve,0.32
2011,Centro (PT),283.09
2011,erea Metropolitana de Lisboa,79.87
2011,Alentejo,236.64
2011,Regieo Autenoma dos Aeores (PT),564.56
2011,Regieo Autenoma dos Aeores (PT),564.56
2011,Regieo Autenoma da Madeira (PT),1.32
2011,Regieo Autenoma da Madeira (PT),1.32
2011,Macroregiunea unu,1438
2011,Nord-Vest,820
2011,Centru,618
2011,Macroregiunea doi,1374
2011,Nord-Est,931
2011,Sud-Est,443
2011,Macroregiunea trei,560
2011,Sud - Muntenia,546
2011,Bucuresti - Ilfov,14
2011,Macroregiunea patru,703
2011,Sud-Vest Oltenia,366
2011,Vest,337
2011,Slovenija,601.59
2011,Vzhodna Slovenija,0
2011,Vzhodna Slovenija (NUTS 2010),393.02
2011,Zahodna Slovenija,0
2011,Zahodna Slovenija (NUTS 2010),208.57
2011,Slovensko,928.3
2011,Bratislavske kraj,44.2
2011,Zepadne Slovensko,492.4
2011,Stredne Slovensko,230.2
2011,Vechodne Slovensko,161.5
2011,Manner-Suomi,2285.74
2011,Ite-Suomi (NUTS 2006),0
2011,Etele-Suomi (NUTS 2006),0
2011,Lensi-Suomi,653.2
2011,Pohjois-Suomi (NUTS 2006),0
2011,Helsinki-Uusimaa,66.84
2011,Etele-Suomi,300.21
2011,Pohjois- ja Ite-Suomi,1265.49
2011,eland,14.99
2011,eland,14.99
2011,estra Sverige,484.34
2011,Stockholm,30.78
2011,estra Mellansverige,453.56
2011,Sedra Sverige,1893.13
2011,Smeland med earna,817.27
2011,Sydsverige,365.17
2011,Vestsverige,710.7
2011,Norra Sverige,472.93
2011,Norra Mellansverige,181.53
2011,Mellersta Norrland,127.03
2011,evre Norrland,164.37
2011,North East (UK),112
2011,Tees Valley and Durham,0
2011,Northumberland and Tyne and Wear,0
2011,North West (UK),2068
2011,Cumbria,0
2011,Cheshire (NUTS 2006),0
2011,Greater Manchester,0
2011,Lancashire,0
2011,Merseyside (NUTS 2006),0
2011,Cheshire,0
2011,Merseyside,0
2011,Yorkshire and The Humber,682
2011,East Yorkshire and Northern Lincolnshire,0
2011,North Yorkshire,0
2011,South Yorkshire,0
2011,West Yorkshire,0
2011,East Midlands (UK),601
2011,Derbyshire and Nottinghamshire,0
2011,"Leicestershire, Rutland and Northamptonshire",0
2011,Lincolnshire,0
2011,West Midlands (UK),0
2011,"Herefordshire, Worcestershire and Warwickshire",0
2011,Shropshire and Staffordshire,0
2011,West Midlands,0
2011,East of England,143
2011,East Anglia,0
2011,Bedfordshire and Hertfordshire,0
2011,Essex,0
2011,London,0
2011,Inner London (NUTS 2010),0
2011,Outer London (NUTS 2010),0
2011,Inner London - West,0
2011,Inner London - East,0
2011,Outer London - East and North East,0
2011,Outer London - South,0
2011,Outer London - West and North West,0
2011,South East (UK),546
2011,"Berkshire, Buckinghamshire and Oxfordshire",0
2011,"Surrey, East and West Sussex",0
2011,Hampshire and Isle of Wight,134
2011,Kent,78
2011,South West (UK),3322
2011,"Gloucestershire, Wiltshire and Bristol/Bath area",0
2011,Dorset and Somerset,0
2011,Cornwall and Isles of Scilly,0
2011,Devon,0
2011,Wales,1712
2011,West Wales and The Valleys,0
2011,East Wales,0
2011,Scotland,1416
2011,North Eastern Scotland (NUTS 2003),0
2011,Eastern Scotland,0
2011,South Western Scotland,0
2011,Highlands and Islands (NUTS 2003),0
2011,North Eastern Scotland,0
2011,Highlands and Islands,0
2011,Northern Ireland (UK),0
2011,Northern Ireland (UK),0
2011,Crna Gora,0
2011,Crna Gora,0
2011,Istanbul,283.03
2011,Istanbul,283.03
2011,Bati Marmara,1118.22
2011,"Tekirdag, Edirne, Kirklareli",298.49
2011,"Balikesir, eanakkale",819.73
2011,Ege,1372.6
2011,Izmir,637.16
2011,"Aydin, Denizli, Mugla",390.3
2011,"Manisa, Afyonkarahisar, Ketahya, Usak",345.14
2011,Dogu Marmara,1778.35
2011,"Bursa, Eskisehir, Bilecik",831.55
2011,"Kocaeli, Sakarya, Dezce, Bolu, Yalova",946.8
2011,Bati Anadolu,1046.34
2011,Ankara,47.74
2011,"Konya, Karaman",998.6
2011,Akdeniz,664.73
2011,"Antalya, Isparta, Burdur",401.21
2011,"Adana, Mersin",148.98
2011,"Hatay, Kahramanmaras, Osmaniye",114.53
2011,Orta Anadolu,392.55
2011,"Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir",346.72
2011,"Kayseri, Sivas, Yozgat",45.83
2011,Bati Karadeniz,210.23
2011,"Zonguldak, Karabek, Bartin",45.54
2011,"Kastamonu, eankiri, Sinop",39.2
2011,"Samsun, Tokat, eorum, Amasya",125.49
2011,Dogu Karadeniz,63.69
2011,"Trabzon, Ordu, Giresun, Rize, Artvin, Gemeshane",63.69
2011,Kuzeydogu Anadolu,66.8
2011,"Erzurum, Erzincan, Bayburt",21.12
2011,"Agri, Kars, Igdir, Ardahan",45.68
2011,Ortadogu Anadolu,42.65
2011,"Malatya, Elazig, Bingel, Tunceli",32.83
2011,"Van, Mus, Bitlis, Hakkari",9.81
2011,Geneydogu Anadolu,34.76
2011,"Gaziantep, Adiyaman, Kilis",18.24
2011,"Sanliurfa, Diyarbakir",4.77
2011,"Mardin, Batman, Sirnak, Siirt",11.76
2012,Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,0
2012,Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,0
2012,Vlaams Gewest,2406.34
2012,Prov. Antwerpen,649.57
2012,Prov. Limburg (BE),304.05
2012,Prov. Oost-Vlaanderen,602.35
2012,Prov. Vlaams-Brabant,113.14
2012,Prov. West-Vlaanderen,737.24
2012,Region wallonne,1475.97
2012,Prov. Brabant Wallon,55.14
2012,Prov. Hainaut,418.66
2012,Prov. Liege,609.07
2012,Prov. Luxembourg (BE),187.17
2012,Prov. Namur,205.94
2012,Severna i yugoiztochna Bulgaria,640
2012,Severozapaden,137
2012,Severen tsentralen,145
2012,Severoiztochen,151
2012,Yugoiztochen,207
2012,Yugozapadna i yuzhna tsentralna Bulgaria,453
2012,Yugozapaden,115
2012,Yuzhen tsentralen,338
2012,Ceske republika,2814.68
2012,Praha,2.91
2012,Stredne Cechy,358.24
2012,Jihozepad,627.22
2012,Severozepad,104.77
2012,Severovechod,554.47
2012,Jihovechod,656.55
2012,Stredne Morava,347.44
2012,Moravskoslezsko,163.09
2012,Danmark,5006.4
2012,Hovedstaden,75.8
2012,Sjelland,167
2012,Syddanmark,2013.8
2012,Midtjylland,1501.6
2012,Nordjylland,1157.5
2012,Baden-Werttemberg,2304
2012,Stuttgart,670.5
2012,Karlsruhe,156.6
2012,Freiburg,410.3
2012,Tebingen,1066.5
2012,Bayern,7941.5
2012,Oberbayern,2333.3
2012,Niederbayern,993.5
2012,Oberpfalz,1076.9
2012,Oberfranken,612.7
2012,Mittelfranken,760.9
2012,Unterfranken,225.4
2012,Schwaben,1938.8
2012,Berlin,1
2012,Berlin,1
2012,Brandenburg,1348
2012,Brandenburg,1348
2012,Brandenburg - Nordost (NUTS 2006),0
2012,Brandenburg - Sedwest (NUTS 2006),0
2012,Bremen,28.4
2012,Bremen,28.4
2012,Hamburg,6.9
2012,Hamburg,6.9
2012,Hessen,995.8
2012,Darmstadt,202
2012,Gieeen,258.6
2012,Kassel,535.1
2012,Mecklenburg-Vorpommern,1497.4
2012,Mecklenburg-Vorpommern,1497.4
2012,Niedersachsen,6169.3
2012,Braunschweig,200.8
2012,Hannover,533.3
2012,Leneburg,2286.8
2012,Weser-Ems,3148.4
2012,Nordrhein-Westfalen,3058.7
2012,Desseldorf,807.8
2012,Keln,609.8
2012,Menster,762.3
2012,Detmold,428.4
2012,Arnsberg,450.4
2012,Rheinland-Pfalz,812.9
2012,Koblenz,0
2012,Trier,0
2012,Rheinhessen-Pfalz,0
2012,Saarland,92.3
2012,Saarland,92.3
2012,Sachsen,1674.1
2012,Chemnitz (NUTS 2006),0
2012,Dresden,0
2012,Leipzig (NUTS 2006),0
2012,Chemnitz,0
2012,Leipzig,0
2012,Sachsen-Anhalt,1073.3
2012,Sachsen-Anhalt,1073.3
2012,Dessau (NUTS 1999),0
2012,Halle (NUTS 2003),0
2012,Magdeburg (NUTS 2003),0
2012,Schleswig-Holstein,2715.3
2012,Schleswig-Holstein,2715.3
2012,Theringen,966.4
2012,Theringen,966.4
2012,Eesti,720.7
2012,Eesti,720.7
2012,eire/Ireland,5399.3
2012,"Border, Midland and Western",1092.73
2012,Southern and Eastern,4306.57
2012,Voreia Ellada,0
2012,"Anatoliki Makedonia, Thraki",0
2012,Kentriki Makedonia,0
2012,Dytiki Makedonia,0
2012,Ipeiros,0
2012,Voreia Ellada (NUTS 2010),535.8
2012,"Anatoliki Makedonia, Thraki (NUTS 2010)",108.5
2012,Kentriki Makedonia (NUTS 2010),306.2
2012,Dytiki Makedonia (NUTS 2010),26.7
2012,Thessalia (NUTS 2010),94.4
2012,Kentriki Ellada,0
2012,Thessalia,0
2012,Ionia Nisia,0
2012,Dytiki Ellada,0
2012,Sterea Ellada,0
2012,Peloponnisos,0
2012,Kentriki Ellada (NUTS 2010),73.3
2012,Ipeiros (NUTS 2010),20.2
2012,Ionia Nisia (NUTS 2010),0.1
2012,Dytiki Ellada (NUTS 2010),21.4
2012,Sterea Ellada (NUTS 2010),27.4
2012,Peloponnisos (NUTS 2010),4.2
2012,Attiki,10.9
2012,Attiki,10.9
2012,"Nisia Aigaiou, Kriti",17.43
2012,Voreio Aigaio,2.05
2012,Notio Aigaio,15.1
2012,Kriti,0.28
2012,Noroeste (ES),3479.06
2012,Galicia,2505.77
2012,Principado de Asturias,554.45
2012,Cantabria,418.84
2012,Noreste (ES),499.47
2012,Paes Vasco,179.15
2012,Comunidad Foral de Navarra,197.25
2012,La Rioja,16.16
2012,Aragen,106.91
2012,Comunidad de Madrid,61.95
2012,Comunidad de Madrid,61.95
2012,Centro (ES),1071.49
2012,Castilla y Leen,830.44
2012,Castilla-la Mancha,208.79
2012,Extremadura,32.26
2012,Este (ES),781.31
2012,Cataluea,664.83
2012,Comunidad Valenciana,46
2012,Illes Balears,70.48
2012,Sur (ES),572.67
2012,Andalucea,525.73
2012,Regien de Murcia,46.94
2012,Ciudad Autenoma de Ceuta (ES),0
2012,Ciudad Autenoma de Melilla (ES),0
2012,Canarias (ES),36.45
2012,Canarias (ES),36.45
2012,ele de France,48.69
2012,ele de France,48.6
2012,Bassin Parisien,6183.6
2012,Champagne-Ardenne,682.09
2012,Picardie,932.64
2012,Haute-Normandie,884
2012,Centre (FR),488.67
2012,Basse-Normandie,2813.1
2012,Bourgogne,383.1
2012,Nord - Pas-de-Calais,1370.18
2012,Nord - Pas-de-Calais,1370.18
2012,Est (FR),2788.42
2012,Lorraine,1300.1
2012,Alsace,317.88
2012,Franche-Comte,1170.44
2012,Ouest (FR),9702.71
2012,Pays de la Loire,3753.27
2012,Bretagne,5265.57
2012,Poitou-Charentes,683.87
2012,Sud-Ouest (FR),1686.93
2012,Aquitaine,636.45
2012,Midi-Pyrenees,873.02
2012,Limousin,177.46
2012,Centre-Est (FR),2799.26
2012,Rhene-Alpes,1578.69
2012,Auvergne,1220.57
2012,Mediterranee,118.37
2012,Languedoc-Roussillon,89.78
2012,Provence-Alpes-Cete d'Azur,28.59
2012,Corse,0
2012,Departements d'outre-mer,20.22
2012,Guadeloupe,0
2012,Martinique,0.42
2012,Guyane,0.06
2012,La Reunion,19.85
2012,Mayotte,0
2012,Departements d'outre-mer (NUTS 2010),20.22
2012,Guadeloupe (NUTS 2010),0
2012,Martinique (NUTS 2010),0.42
2012,Guyane (NUTS 2010),0.06
2012,Reunion (NUTS 2010),19.85
2012,Jadranska Hrvatska,60
2012,Kontinentalna Hrvatska,750
2012,Sjeverozapadna Hrvatska (former statistical region),0
2012,Sredisnja i Istocna (Panonska) Hrvatska (former statistical region),0
2012,Nord-Ovest,5126.32
2012,Piemonte,845.44
2012,Valle d'Aosta/Vallee d'Aoste,49.14
2012,Liguria,31.95
2012,Lombardia,4199.79
2012,Nord-Est,4312.76
2012,Provincia Autonoma di Bolzano/Bozen,407.82
2012,Provincia Autonoma di Trento,163.72
2012,Veneto,986.46
2012,Friuli-Venezia Giulia,223.33
2012,Emilia-Romagna,2531.43
2012,Nord-Est (NUTS 2006),0
2012,Emilia-Romagna (NUTS 2006),0
2012,Centro (IT),635.13
2012,Toscana,59.16
2012,Umbria,69.83
2012,Marche,66.78
2012,Lazio,439.36
2012,Centro (I) (NUTS 2006),0
2012,Marche (NUTS 2006),0
2012,Sud,895.24
2012,Abruzzo,44.03
2012,Molise,79.07
2012,Campania,350.85
2012,Puglia,268.55
2012,Basilicata,63.58
2012,Calabria,89.16
2012,Isole,456.3
2012,Sicilia,199.88
2012,Sardegna,256.43
2012,Kypros,153.74
2012,Kypros,153.74
2012,Latvija,870.6
2012,Latvija,870.6
2012,Lietuva,1774.53
2012,Lietuva,1774.53
2012,Luxembourg,289.4
2012,Luxembourg,289.4
2012,Luxembourg,289.4
2012,Kezep-Magyarorszeg,128.36
2012,Kezep-Magyarorszeg,128.36
2012,Dunentel,720.59
2012,Kezep-Dunentel,256.64
2012,Nyugat-Dunentel,257.98
2012,Del-Dunentel,205.97
2012,Alfeld es eszak,963.91
2012,eszak-Magyarorszeg,121.74
2012,eszak-Alfeld,420.16
2012,Del-Alfeld,422.01
2012,Malta,0
2012,Malta,0
2012,Noord-Nederland,3604
2012,Groningen,730
2012,Friesland (NL),2107
2012,Drenthe,767
2012,Oost-Nederland,3887
2012,Overijssel,1885
2012,Gelderland,1757
2012,Flevoland,245
2012,West-Nederland,2140
2012,Utrecht,634
2012,Noord-Holland,618
2012,Zuid-Holland,742
2012,Zeeland,146
2012,Zuid-Nederland,2044
2012,Noord-Brabant,1669
2012,Limburg (NL),375
2012,Ostesterreich,705
2012,Burgenland (AT),30
2012,Niederesterreich,675
2012,Wien,0
2012,Sedesterreich,744
2012,Kernten,216
2012,Steiermark,529
2012,Westesterreich,1933
2012,Oberesterreich,1069
2012,Salzburg,341
2012,Tirol,356
2012,Vorarlberg,167
2012,Region Centralny,3713
2012,Ledzkie,971
2012,Mazowieckie,2742
2012,Region Poludniowy,642
2012,Malopolskie,393
2012,Slaskie,249
2012,Region Wschodni,3676
2012,Lubelskie,769
2012,Podkarpackie,244
2012,Swietokrzyskie,323
2012,Podlaskie,2340
2012,Region Pelnocno-Zachodni,1983
2012,Wielkopolskie,1674
2012,Zachodniopomorskie,189
2012,Lubuskie,120
2012,Region Poludniowo-Zachodni,468
2012,Dolnoslaskie,197
2012,Opolskie,271
2012,Region Pelnocny,2186
2012,Kujawsko-Pomorskie,869
2012,Warminsko-Mazurskie,977
2012,Pomorskie,340
2012,Continente,1353.47
2012,Norte,753.55
2012,Algarve,0.3
2012,Centro (PT),276.09
2012,erea Metropolitana de Lisboa,78.96
2012,Alentejo,244.57
2012,Regieo Autenoma dos Aeores (PT),583.48
2012,Regieo Autenoma dos Aeores (PT),583.48
2012,Regieo Autenoma da Madeira (PT),1.18
2012,Regieo Autenoma da Madeira (PT),1.18
2012,Macroregiunea unu,1390
2012,Nord-Vest,756
2012,Centru,634
2012,Macroregiunea doi,1341
2012,Nord-Est,909
2012,Sud-Est,432
2012,Macroregiunea trei,494
2012,Sud - Muntenia,479
2012,Bucuresti - Ilfov,15
2012,Macroregiunea patru,656
2012,Sud-Vest Oltenia,348
2012,Vest,308
2012,Slovenija,0
2012,Vzhodna Slovenija,0
2012,Vzhodna Slovenija (NUTS 2010),406.7
2012,Zahodna Slovenija,0
2012,Zahodna Slovenija (NUTS 2010),214.24
2012,Slovensko,959.4
2012,Bratislavske kraj,42.79
2012,Zepadne Slovensko,509.79
2012,Stredne Slovensko,223.41
2012,Vechodne Slovensko,156.72
2012,Manner-Suomi,2281.55
2012,Ite-Suomi (NUTS 2006),0
2012,Etele-Suomi (NUTS 2006),0
2012,Lensi-Suomi,654.34
2012,Pohjois-Suomi (NUTS 2006),0
2012,Helsinki-Uusimaa,67.1
2012,Etele-Suomi,295.15
2012,Pohjois- ja Ite-Suomi,1264.97
2012,eland,15.15
2012,eland,15.15
2012,estra Sverige,485.04
2012,Stockholm,29.88
2012,estra Mellansverige,455.16
2012,Sedra Sverige,1905.11
2012,Smeland med earna,834.75
2012,Sydsverige,364.06
2012,Vestsverige,706.31
2012,Norra Sverige,471.02
2012,Norra Mellansverige,183.58
2012,Mellersta Norrland,119.84
2012,evre Norrland,167.6
2012,North East (UK),106
2012,Tees Valley and Durham,0
2012,Northumberland and Tyne and Wear,0
2012,North West (UK),2050
2012,Cumbria,815
2012,Cheshire (NUTS 2006),0
2012,Greater Manchester,0
2012,Lancashire,482
2012,Merseyside (NUTS 2006),0
2012,Cheshire,709
2012,Merseyside,0
2012,Yorkshire and The Humber,651
2012,East Yorkshire and Northern Lincolnshire,29
2012,North Yorkshire,496
2012,South Yorkshire,43
2012,West Yorkshire,83
2012,East Midlands (UK),579
2012,Derbyshire and Nottinghamshire,350
2012,"Leicestershire, Rutland and Northamptonshire",182
2012,Lincolnshire,48
2012,West Midlands (UK),1261
2012,"Herefordshire, Worcestershire and Warwickshire",234
2012,Shropshire and Staffordshire,0
2012,West Midlands,0
2012,East of England,128
2012,East Anglia,0
2012,Bedfordshire and Hertfordshire,21
2012,Essex,0
2012,London,0
2012,Inner London (NUTS 2010),0
2012,Outer London (NUTS 2010),0
2012,Inner London - West,0
2012,Inner London - East,0
2012,Outer London - East and North East,0
2012,Outer London - South,0
2012,Outer London - West and North West,0
2012,South East (UK),529
2012,"Berkshire, Buckinghamshire and Oxfordshire",145
2012,"Surrey, East and West Sussex",174
2012,Hampshire and Isle of Wight,0
2012,Kent,0
2012,South West (UK),3258
2012,"Gloucestershire, Wiltshire and Bristol/Bath area",624
2012,Dorset and Somerset,1089
2012,Cornwall and Isles of Scilly,555
2012,Devon,989
2012,Wales,1711
2012,West Wales and The Valleys,1231
2012,East Wales,480
2012,Scotland,1394
2012,North Eastern Scotland (NUTS 2003),0
2012,Eastern Scotland,161
2012,South Western Scotland,1061
2012,Highlands and Islands (NUTS 2003),0
2012,North Eastern Scotland,67
2012,Highlands and Islands,105
