"approval_code","business_name","location","prefecture_name_gr","region_name_gr","activity","latitude","longitude"
"EL-85","ΜΟΥΣΤΑΚΑΣ ΘΩΜΑΣ ΤΟΥ ΙΩΑΝΝΗ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-192","ΜΕΓΑ ΦΑΡΜ ΑΕΒΕ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.997040,23.344191
"GR-203","ΣΠΥΡΙΔ. ΓΕΡΟΔΗΜΟΥ","Γαλαξίδι","Φωκίδας","Στερεάς Ελλάδας","EPC",38.3775349,22.3829923
"GR-170","ΒΑΣ. ΚΑΡΑΓΙΑΝΝΗΣ","Τεγέα","Αρκαδίας","Πελοποννήσου","EPC",37.4945332,22.3801079
"GR-190","ΚΩΝ. ΚΑΜΠΥΛΗΣ","Άστρος Κυνουρίας","Αρκαδίας","Πελοποννήσου","EPC",37.4048259,22.7196809
"GR-228","ΝΙΚ. ΚΟΜΠΟΥΛΗΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-229","ΔΗΜΗΤΡΙΟΣ ΡΟΥΣΣΟΣ","Ασπρόπυργος","Δυτικής Αττικής","Αττικής","EPC",38.0613716,23.5913013
"GR-236","ΑΛΕΞ. ΜΑΛΤΕΖΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-237","ΑΘΑΝΑΣΙΟΣ ΠΡΟΙΣΚΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-252","ΓΚΟΣΔΗΣ ΔΗΜΗΤΡΙΟΣ ΤΟΥ ΓΕΩΡΓΙΟΥ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-253","ΜΩΛΟΣ Ε. ΠΡΟΚΟΠΗΣ  & ΜΠΕΗΣ Π. ΛΟΥΚΑΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-254","ΚΑΡΒΕΛΑΣ Α.ΙΩΑΝΝΗΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-255","ΣΤΑΜΕΛΟΣ Σ.ΚΩΝ/ΝΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-256","ΑΘΑΝΑΣΙΟΣ ΓΙΑΝΝΙΚΟΣ","Ασπρόπυργος","Δυτικής Αττικής","Αττικής","EPC",38.0613716,23.5913013
"GR-109","ΣΥΝ.ΠΤΗΝΟΤΡΟΦΩΝ ΜΕΓΑΡΩΝ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.989546,23.347102
"GR-257","ΒΟΥΔΟΥΡΗΣ ΓΕΩΡΓΙΟΣ & ΝΙΚΟΛΑΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-264","ΜΟΥΣΤΑΚΑΣ  ΙΩΑΝΝΗΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-265","ΜΑΥΡΟΕΙΔΗΣ ΑΓΓΕΛΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-266","ΚΡΕΖΙΑ ΜΑΡΙΑ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-267","ΜΠΟΥΡΗ ΕΛΕΝΗ συζ. ΔΗΜΗΤΡΙΟΥ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-268","ΛΟΥΚΑΣ ΙΩΑΝ.ΤΟΥ ΧΑΡ.ΚΑΙ ΛΟΥΚΑΣ ΧΑΡ. ΤΟΥ ΙΩΑΝ.","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-269","ΒΟΡΔΟΣ ΝΙΚΟΛΑΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-270","ΜΟΥΣΤΑΚΑΣ ΔΗΜΗΤΡΙΟΣ ΤΟΥ ΑΝΤΩΝΙΟΥ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-271","ΙΩΑΝΝΟΥ ΝΙΚΟΛΑΟΣ ΤΟΥ ΙΩΑΝΝΗ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-272","ΜΩΡΑΚΕΑΣ ΣΑΡΑΝΤΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-273","ΧΡΥΣΟΥΛΑΚΗΣ ΓΕΩΡΓΙΟΣ ΤΟΥ ΗΛΙΑ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-32","ΠΟΠΩΝΗΣ ΔΙΟΝΥΣΗΣ & ΣΙΑ Ο.Ε.","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-227","ΙΩΑΝΝΗΣ ΧΡΥΣΑΦΟΣ","Αυλώνα","Ανατολικής Αττικής","Αττικής","EPC",35.774237,27.1812685
"GR-25","ΒΛΑΧΑΚΗΣ Α.Π.Ε.Ε","Θήβα","Βοιωτίας","Στερεάς Ελλάδας","EPC",38.3200705,23.3175613
"GR-222","ΑΝΤΩΝΙΑ ΛΑΜΠΡΙΝΟΥΔΗ","Δαφνώνας","Χίου","Βορείου Αιγαίου","EPC",41.2184974,24.6704884
"GR-223","ΕΛΕΥΘΕΡΙΑ ΜΑΡΚΑΝΤΩΝΑΚΗ","Ακρωτήρι","Χανίων","Κρήτης","EPC",37.984052,24.4714596
"GR-224","ΙΩΑΝΝΗΣ ΣΚΑΡΜΟΥΤΣΟΣ","Δομοκός","Φθιώτιδας","Στερεάς Ελλάδας","EPC",39.1272636,22.3015629
"GR-214","ΓΕΩΡΓΙΟΣ ΣΚΛΙΑΣ","Ισθμός","Κορινθίας","Πελοποννήσου","EPC",37.9262453,22.9943285
"GR-217","ΓΕΩΡΓΙΟΣ ΣΙΓΑΝΟΣ","Ασπρόγιες","Μαγνησίας","Θεσσαλίας","EPC",38.6315423,22.9999066259835
"GR-241","ΚΩΝ.ΤΣΙΜΠΡΑΓΟΣ ΑΕ","Γωνιές","Ηρακλείου","Κρήτης","EPC",35.294712,24.9275925
"GR-216","ΣΠΥΡΙΔΩΝ ΓΙΑΝΝΑΚΟΥΛΗΣ","Φίχτι","Αργολίδας","Πελοποννήσου","EPC",37.7231661,22.724921
"GR-221","ΠΕΤΡΟΣ ΖΑΡΓΑΝΗΣ","Αυλωνάρι","Ευβοίας","Στερεάς Ελλάδας","EPC",38.5033257,24.1228349
"GR-220","ΕΥΑΓΓΕΛΟΣ ΜΟΥΣΤΑΚΑΣ","Βελεστίνο","Μαγνησίας","Θεσσαλίας","EPC",39.3810537,22.7458478
"GR-231","ΙΩΑΝΝΗΣ ΛΑΜΠΟΥ","Κάλυμνος","Δωδεκανήσων","Νοτίου Αιγαίου","EPC",36.9515787,26.9820732
"GR-219","ΓΕΡΟΥΛΗΣ ΙΩΑΝΝΗΣ","Φίχτι","Αργολίδας","Πελοποννήσου","EPC",37.7231661,22.724921
"GR-242","ΓΕΩΡΓΙΑ ΑΤΣΑΛΗ","Κάμπος","Χίου","Βορείου Αιγαίου","EPC",36.9384565,22.2025305
"GR-258","ΜΠΕΗΣ ΛΟΥΚΑΣ ΤΟΥ ΙΩΑΝΝΗ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-263","ΜΑΝΩΛΗΣ ΕΜΜ.& ΑΛΕΞ.","Μέγαρα","Δυτικής Αττικής","Αττικής","ΕΡC",37.9952543,23.3417858
"GR-33","ΚΩΝΣΤΑΝΤΙΝΑ ΒΑΡΕΛΑ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-105","ΙΩΑΝΝΗΣ ΠΟΜΩΝΗΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-116","Ε. ΧΡΥΣΟΥΛΑΚΗ & ΣΙΑ ΕΕ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-117","ΚΩΝ.ΜΟΥΡΤΖΟΥΚΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-120","ΕΛΕΝΗ ΜΑΛΤΕΖΟΥ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-124","ΜΕΓΑΡΙΚΗ ΦΑΡΜΑ ΑΕΒΕ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-175","ΕΛΕΝΗ ΒΟΓΙΑΤΖΗ & ΠΑΠΑΓΓΕΛΗΣ ΔΗΜΗΤΡΙΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-35","ΑΦΟΙ ΒΑΡΕΛΑ - ΜΠΟΥΡΑΖΕΡΗ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-260","ΑΥΓΟΚΙΝΗΣΗ - ΣΤΑΘΑΚΟΠΟΥΛΟΣ Κ.","Ξυλόκαστρο","Κορινθίας","Πελοποννήσου","EPC",38.0780064,22.6314703
"GR-39","ΕΥΡΩΠΤΗΝΟΤΡΟΦΙΚΗ","Εξαμίλια","Κορινθίας","Πελοποννήσου","EPC",37.8971118,22.9279209
"GR-26","Σ. ΠΑΠΑΓΙΑΝΝΗΣ Α.Ε.","Σχηματάρι","Βοιωτίας","Στερεάς Ελλάδας","EPC",38.3457436,23.5816932
"GR-66","ΝΙΚΟΛΑΟΣ ΝΙΚΟΛΑΟΥ","Θήβα","Βοιωτίας","Στερεάς Ελλάδας","EPC",38.3200705,23.3175613
"GR-30","ΧΡ.&ΣΠ. ΠΑΠΑΒΑΣΙΛΕΙΟΥ","Κλειδωνιά, Κόνιτσα","Ιωαννίνων","Ηπείρου","EPC",39.9744444,20.6811111
"GR-34","ΑΛΕΞ. ΓΕΩΡΓΙΑΔΗΣ","Δωδώνη","Ιωαννίνων","Ηπείρου","EPC",39.5434492,20.7724963
"GR-262","ΑΥΓΟΔΙΑΤΡΟΦΙΚΗ ΑΕ","Νέα Σάντα, Κιλκίς","Ευρυτανίας","Στερεάς Ελλάδας","EPC",40.842266,22.9204109
"GR-274","ΙΩΑΝΝΗΣ ΜΑΡΤΙΝΟΥ","Μαλεσίνα","Φθιώτιδας","Στερεάς Ελλάδας","ΕΡC",38.6220084,23.2318389
"GR-63","ΑΥΓΟΠΑΡΑΓΩΓΙΚΗ ΚΡΗΤΗΣ Ν.ΣΥΝΤΙΧΑΚΗΣ ΑΕ","Πεδιάδα","Ηρακλείου","Κρήτης","EPC",35.1255567,25.2811279789014
"GR-27","ΓΕΩΡΓΙΟΣ ΠΟΛΙΤΗΣ","Μάγειρας","Ηλείας","Δυτικής Ελλάδας","EPC",38.2475793,21.9670272
"GR-40","ΔΗΜΗΤΡΑ ΜΠΟΥΡΟΥΣΗ","Μέλισσα","Καρδίτσας","Θεσσαλίας","EPC",39.29269405,24.0904154089834
"GR-67","ΑΦΟΙ ΤΣΙΦΤΣΗ ΟΕ","Καρυδίτσα","Κοζάνης","Δυτικής Μακεδονίας","EPC",40.2512422,21.7987268
"GR-261","ΚΟΚΟΛΑΚΗΣ ΙΩΑΝΝΗΣ","Μύλοι","Ρεθύμνου","Κρήτης","EPC",35.3384101,24.5036841
"GR-92","ΓΡΗΓΟΡΙΟΣ ΤΖΗΚΑΣ","Λιβαδερό","Κοζάνης","Δυτικής Μακεδονίας","EPC",41.2838126,24.2090439
"GR-82","ΚΑΡΣΑΚΗΣ ΑΕΒΕ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"GR-86","ΙΩΑΝΝΗΣ ΜΗΤΣΟΣ & ΝΙΚΟΛΑΟΣ ΜΗΤΣΟΣ","Μέγαρα","Δυτικής Αττικής","Αττικής","EPC",37.9952543,23.3417858
"ΕL-285","ΝΑΤΣΟΥΛΗΣ ΧΑΡΑΛΑΜΠΟΣ","Ορεστίδος","Καστοριάς","Δυτικής Μακεδονίας","EPC",40.40527695,21.2158083709091
"GR-96","ΑΡΙΣΤΕΙΔΗΣ ΛΑΔΑΚΗΣ ΑΕ","Ρέθυμνο","Ρεθύμνου","Κρήτης","EPC",35.3676472,24.4736079
"EL-108","ΖΟΥΡΑΣ ΦΑΡΜ Α.Ε.","Αμφιτρίτη","Έβρου","Ανατολικής Μακεδονίας και Θράκης","EPC",40.8913067,25.9181552
"EL-103","ΒΑΣΙΛΙΚΗ ΖΗΣΕΚΑ ΣΤΕΡΓΙΟΥ","Βεργίνα","Ημαθίας","Κεντρικής Μακεδονίας","EPC",40.4871136,22.3172749
"EL-104","ΠΑΝ.ΚΥΡΙΑΖΟΠΟΥΛΟΣ","Αλεξάνδρεια","Ημαθίας","Κεντρικής Μακεδονίας","EPC",40.6280768,22.4440736
"EL-160","ΚΑΛΩΝΗΣ ΠΑΡΙΣΗΣ","Ωραιόκαστρο","Θεσσαλονίκης","Κεντρικής Μακεδονίας","EPC",39.9872013,20.5520244
