TIME,GEO,CROPS,Value
2013,Italy,Fresh pulses,280.34
2013,Italy,Fresh peas,71.09
2013,Italy,Fresh beans,152.63
2013,Italy,Other fresh pulses n.e.c.,0
2013,Italy,Other fresh vegetables n.e.c.,0
2013,Italy,Strawberries,147.18
2013,Italy,Strawberries - under glass or high accesible cover,107.07
2013,Italy,Flowers and ornamental plants (excluding nurseries),0
2013,Italy,Seeds and seedlings,0
2013,Italy,Other arable land crops n.e.c.,0
2013,Italy,Fallow land,0
2013,Italy,Permanent grassland,0
2013,Italy,Permanent crops,0
2013,Italy,Permanent crops for human consumption including those from kitchen gardens,0
2013,Italy,Permanent crops for human consumption,35131.36
2013,Italy,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2013,Italy,Pome fruits,0
2013,Italy,Apples,2216.96
2013,Italy,Apples for fresh consumption,0
2013,Italy,Apples for processing,0
2013,Italy,Pears,743.03
2013,Italy,Pears for fresh consumption,0
2013,Italy,Pears for processing,0
2013,Italy,Other pome fruits n.e.c.,0
2013,Italy,Stone fruits,0
2013,Italy,Peaches and nectarines,0
2013,Italy,Peaches,917.96
2013,Italy,Nectarines,483.83
2013,Italy,Peaches and nectarines for processing,0
2013,Italy,Apricots,198.29
2013,Italy,Cherries,131.17
2013,Italy,Sour cherries,0
2013,Italy,Sweet cherries,0
2013,Italy,Plums,210.4
2013,Italy,Other stone fruits n.e.c,0
2013,Italy,Fruits from subtropical and tropical climate zones,0
2013,Italy,Figs,12.38
2013,Italy,Kiwis,453.74
2013,Italy,Avocados,0
2013,Italy,Bananas,0
2013,Italy,Other fruits from subtropical and tropical climate zones n.e.c.,0
2013,Italy,Berries (excluding strawberries),0
2013,Italy,Currants,0
2013,Italy,Blackcurrants,0.27
2013,Italy,Redcurrants,0
2013,Italy,Raspberries,2.47
2013,Italy,Blueberries,0
2013,Italy,Other berries n.e.c.,0
2013,Italy,Gooseberries,0
2013,Italy,Nuts,0
2013,Italy,Walnuts,0
2013,Italy,Hazelnuts,112.65
2013,Italy,Almonds,72.58
2013,Italy,Chestnuts,0
2013,Italy,Other nuts n.e.c.,3.23
2013,Italy,Citrus fruits,3121.35
2013,Italy,Oranges,1700.78
2013,Italy,Navel oranges,0
2013,Italy,White oranges (blancas),0
2013,Italy,Blood oranges (sanguines),0
2013,Italy,Others oranges n.e.c,0
2013,Italy,Small citrus fruits,642.8
2013,Italy,Satsumas,0
2013,Italy,Clementines,510.16
2013,Italy,Other small citrus fruits (including hybrids) n.e.c.,0
2013,Italy,Lemons and acid limes,327.28
2013,Italy,Yellow lemons,0
2013,Italy,Acid limes,0
2013,Italy,Pomelos and grapefruit,7.79
2013,Italy,Other citrus fruits n.e.c.,0
2013,Italy,Grapes,8010.36
2013,Italy,Grapes for wines,6902.04
2013,Italy,Grapes for wines with protected designation of origin (PDO),2149.14
2013,Italy,Grapes for wines with protected geographical indication (PGI),2445.33
2013,Italy,Grapes for other wines n.e.c. (without PDO/PGI),2307.56
2013,Italy,Grapes for table use,1108.33
2013,Italy,Grapes for raisins,0
2013,Italy,Grapes for other purposes n.e.c.,0
2013,Italy,Olives,2940.55
2013,Italy,Olives for table use,87.85
2013,Italy,Olives for oil,2852.7
2013,Italy,Other permanent crops for human consumption n.e.c.,0
2013,Italy,Nurseries,0
2013,Italy,Other permanent crops,0
2013,Italy,Kitchen gardens,0
2013,Italy,Cultivated mushrooms,254.68
2013,Italy,Champignons,0
2013,Italy,Other cultivated mushrooms n.e.c.,0
2013,Cyprus,Utilised Agricultural Area,0
2013,Cyprus,Arable land,0
2013,Cyprus,Cereals for the production of grain (including seed),51.92
2013,Cyprus,Cereals (excluding rice) for the production of grain (including seed),51.92
2013,Cyprus,Wheat and spelt,15.18
2013,Cyprus,Common wheat and spelt,0
2013,Cyprus,Common winter wheat and spelt,0
2013,Cyprus,Common spring wheat and spelt,0
2013,Cyprus,Durum wheat,15.18
2013,Cyprus,Rye and winter cereal mixtures (maslin),0
2013,Cyprus,Rye,0
2013,Cyprus,Winter cereal mixtures (maslin),0
2013,Cyprus,Barley,36.01
2013,Cyprus,Winter barley,36.01
2013,Cyprus,Spring barley,0
2013,Cyprus,Oats and spring cereal mixtures (mixed grain other than maslin),0.74
2013,Cyprus,Oats,0.74
2013,Cyprus,Spring cereal mixtures (mixed grain other than maslin),0
2013,Cyprus,Grain maize and corn-cob-mix,0
2013,Cyprus,Triticale,0
2013,Cyprus,Sorghum,0
2013,Cyprus,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",0
2013,Cyprus,Rice,0
2013,Cyprus,Rice Indica,0
2013,Cyprus,Rice Japonica,0
2013,Cyprus,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),0.94
2013,Cyprus,Field peas,0.08
2013,Cyprus,Broad and field beans,0.53
2013,Cyprus,Sweet lupins,0
2013,Cyprus,Other dry pulses and protein crops n.e.c.,0.34
2013,Cyprus,Root crops,105.48
2013,Cyprus,Potatoes (including seed potatoes),105.48
2013,Cyprus,Sugar beet (excluding seed),0
2013,Cyprus,Other root crops n.e.c.,0
2013,Cyprus,Industrial crops,0.27
2013,Cyprus,Oilseeds,0.27
2013,Cyprus,"Rape, turnip rape, sunflower seeds and soya",0
2013,Cyprus,Rape and turnip rape seeds,0
2013,Cyprus,Winter rape and turnip rape seeds,0
2013,Cyprus,Spring rape and turnip rape seeds,0
2013,Cyprus,Sunflower seed,0
2013,Cyprus,Soya,0
2013,Cyprus,Linseed (oilflax),0
2013,Cyprus,Cotton seed,0
2013,Cyprus,Other oilseed crops n.e.c.,0.27
2013,Cyprus,Fibre crops,0
2013,Cyprus,Fibre flax,0
2013,Cyprus,Hemp,0
2013,Cyprus,Cotton fibre,0
2013,Cyprus,Other fibre crops n.e.c.,0
2013,Cyprus,Tobacco,0
2013,Cyprus,Hops,0
2013,Cyprus,"Aromatic, medicinal and culinary plants",0
2013,Cyprus,Energy crops n.e.c.,0
2013,Cyprus,Other industrial crops n.e.c.,0
2013,Cyprus,Plants harvested green from arable land,0
2013,Cyprus,Temporary grasses and grazings,0
2013,Cyprus,Leguminous plants harvested green,0
2013,Cyprus,Lucerne,0
2013,Cyprus,Other leguminous plants harvested green n.e.c.,0
2013,Cyprus,Clover and mixtures,0
2013,Cyprus,Green maize,12.04
2013,Cyprus,Other cereals harvested green (excluding green maize),95.35
2013,Cyprus,Other plants harvested green from arable land n.e.c.,23.55
2013,Cyprus,Fresh vegetables (including melons) and strawberries,97.89
2013,Cyprus,Fresh vegetables (including melons),96.41
2013,Cyprus,Brassicas,5.47
2013,Cyprus,Cauliflower and broccoli,1.36
2013,Cyprus,Brussels sprouts,0
2013,Cyprus,Cabbages,4.11
2013,Cyprus,Other brassicas n.e.c,0
2013,Cyprus,Kohlrabi,0
2013,Cyprus,Leafy and stalked vegetables (excluding brassicas),7.95
2013,Cyprus,Leeks,0
2013,Cyprus,Celery,0.4
2013,Cyprus,Lettuces,1.81
2013,Cyprus,Lettuces - under glass or high accessible cover,0
2013,Cyprus,Endives,0
2013,Cyprus,Spinach,1.06
2013,Cyprus,Asparagus,0
2013,Cyprus,Chicory,0
2013,Cyprus,Chicory for fresh consumption,0
2013,Cyprus,Chicory for processing,0
2013,Cyprus,Artichokes,2.08
2013,Cyprus,Other leafy or stalked vegetables n.e.c.,2.6
2013,Cyprus,Vegetables cultivated for fruit (including melons),64.34
2013,Cyprus,Tomatoes,13.28
2013,Cyprus,Tomatoes for fresh consumption,13.28
2013,Cyprus,Tomatoes for processing,0
2013,Cyprus,Tomatoes - under glass or high accessible cover,6.15
2013,Cyprus,Cucumbers,11.66
2013,Cyprus,Cucumbers - under glass or high accessible cover,9.26
2013,Cyprus,Gherkins,0
2013,Cyprus,Eggplants,2.44
2013,Cyprus,Courgettes and marrows,3.23
2013,Cyprus,Gourds and pumpkins,0
2013,Cyprus,Muskmelons,11.04
2013,Cyprus,Watermelons,19.94
2013,Cyprus,Peppers (capsicum),1.63
2013,Cyprus,Peppers (capsicum) - under glass or high accessible cover,0
2013,Cyprus,Other vegetables cultivated for fruit n.e.c.,1.12
2013,Cyprus,"Root, tuber and bulb vegetables",12
2013,Cyprus,Carrots,1.71
2013,Cyprus,Onions,6.56
2013,Cyprus,Shallots,0
2013,Cyprus,Beetroot,1.55
2013,Cyprus,Celeriac,0
2013,Cyprus,Radishes,0.2
2013,Cyprus,Garlic,0
2013,Cyprus,"Other root, tuber and bulb vegetables n.e.c.",1.98
2013,Cyprus,Fresh pulses,6.51
2013,Cyprus,Fresh peas,0.81
2013,Cyprus,Fresh beans,3.96
2013,Cyprus,Other fresh pulses n.e.c.,1.74
2013,Cyprus,Other fresh vegetables n.e.c.,0.15
2013,Cyprus,Strawberries,1.48
2013,Cyprus,Strawberries - under glass or high accesible cover,0
2013,Cyprus,Flowers and ornamental plants (excluding nurseries),0
2013,Cyprus,Seeds and seedlings,0
2013,Cyprus,Other arable land crops n.e.c.,0
2013,Cyprus,Fallow land,0
2013,Cyprus,Permanent grassland,0
2013,Cyprus,Permanent crops,0
2013,Cyprus,Permanent crops for human consumption including those from kitchen gardens,0
2013,Cyprus,Permanent crops for human consumption,169.54
2013,Cyprus,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",23.8
2013,Cyprus,Pome fruits,6.76
2013,Cyprus,Apples,5.31
2013,Cyprus,Apples for fresh consumption,5.31
2013,Cyprus,Apples for processing,0
2013,Cyprus,Pears,1.07
2013,Cyprus,Pears for fresh consumption,1.07
2013,Cyprus,Pears for processing,0
2013,Cyprus,Other pome fruits n.e.c.,0.38
2013,Cyprus,Stone fruits,5.98
2013,Cyprus,Peaches and nectarines,3.37
2013,Cyprus,Peaches,2.02
2013,Cyprus,Nectarines,1.35
2013,Cyprus,Peaches and nectarines for processing,0
2013,Cyprus,Apricots,0.82
2013,Cyprus,Cherries,0.43
2013,Cyprus,Sour cherries,0
2013,Cyprus,Sweet cherries,0
2013,Cyprus,Plums,0.74
2013,Cyprus,Other stone fruits n.e.c,0.62
2013,Cyprus,Fruits from subtropical and tropical climate zones,10.4
2013,Cyprus,Figs,3.55
2013,Cyprus,Kiwis,0.12
2013,Cyprus,Avocados,0.98
2013,Cyprus,Bananas,5.75
2013,Cyprus,Other fruits from subtropical and tropical climate zones n.e.c.,0
2013,Cyprus,Berries (excluding strawberries),0
2013,Cyprus,Currants,0
2013,Cyprus,Blackcurrants,0
2013,Cyprus,Redcurrants,0
2013,Cyprus,Raspberries,0
2013,Cyprus,Blueberries,0
2013,Cyprus,Other berries n.e.c.,0
2013,Cyprus,Gooseberries,0
2013,Cyprus,Nuts,0.66
2013,Cyprus,Walnuts,0.19
2013,Cyprus,Hazelnuts,0.04
2013,Cyprus,Almonds,0.42
2013,Cyprus,Chestnuts,0
2013,Cyprus,Other nuts n.e.c.,0.01
2013,Cyprus,Citrus fruits,106.44
2013,Cyprus,Oranges,34.64
2013,Cyprus,Navel oranges,0
2013,Cyprus,White oranges (blancas),0
2013,Cyprus,Blood oranges (sanguines),0
2013,Cyprus,Others oranges n.e.c,0
2013,Cyprus,Small citrus fruits,42.49
2013,Cyprus,Satsumas,0
2013,Cyprus,Clementines,17
2013,Cyprus,Other small citrus fruits (including hybrids) n.e.c.,25.49
2013,Cyprus,Lemons and acid limes,9.45
2013,Cyprus,Yellow lemons,0
2013,Cyprus,Acid limes,0
2013,Cyprus,Pomelos and grapefruit,19.77
2013,Cyprus,Other citrus fruits n.e.c.,0
2013,Cyprus,Grapes,20.39
2013,Cyprus,Grapes for wines,16.5
2013,Cyprus,Grapes for wines with protected designation of origin (PDO),0
2013,Cyprus,Grapes for wines with protected geographical indication (PGI),0
2013,Cyprus,Grapes for other wines n.e.c. (without PDO/PGI),0
2013,Cyprus,Grapes for table use,3.82
2013,Cyprus,Grapes for raisins,0.07
2013,Cyprus,Grapes for other purposes n.e.c.,0
2013,Cyprus,Olives,12.73
2013,Cyprus,Olives for table use,2.97
2013,Cyprus,Olives for oil,9.76
2013,Cyprus,Other permanent crops for human consumption n.e.c.,6.18
2013,Cyprus,Nurseries,0
2013,Cyprus,Other permanent crops,0
2013,Cyprus,Kitchen gardens,0
2013,Cyprus,Cultivated mushrooms,1.01
2013,Cyprus,Champignons,0
2013,Cyprus,Other cultivated mushrooms n.e.c.,0
2013,Latvia,Utilised Agricultural Area,0
2013,Latvia,Arable land,0
2013,Latvia,Cereals for the production of grain (including seed),1948.7
2013,Latvia,Cereals (excluding rice) for the production of grain (including seed),1948.7
2013,Latvia,Wheat and spelt,1435
2013,Latvia,Common wheat and spelt,1435
2013,Latvia,Common winter wheat and spelt,1065.1
2013,Latvia,Common spring wheat and spelt,369.9
2013,Latvia,Durum wheat,0
2013,Latvia,Rye and winter cereal mixtures (maslin),75.6
2013,Latvia,Rye,0
2013,Latvia,Winter cereal mixtures (maslin),0
2013,Latvia,Barley,232.6
2013,Latvia,Winter barley,10.3
2013,Latvia,Spring barley,222.3
2013,Latvia,Oats and spring cereal mixtures (mixed grain other than maslin),158.1
2013,Latvia,Oats,134.2
2013,Latvia,Spring cereal mixtures (mixed grain other than maslin),23.9
2013,Latvia,Grain maize and corn-cob-mix,0
2013,Latvia,Triticale,36.6
2013,Latvia,Sorghum,0
2013,Latvia,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",10.8
2013,Latvia,Rice,0
2013,Latvia,Rice Indica,0
2013,Latvia,Rice Japonica,0
2013,Latvia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),16.9
2013,Latvia,Field peas,5.2
2013,Latvia,Broad and field beans,11.5
2013,Latvia,Sweet lupins,0.1
2013,Latvia,Other dry pulses and protein crops n.e.c.,0
2013,Latvia,Root crops,234.9
2013,Latvia,Potatoes (including seed potatoes),236.8
2013,Latvia,Sugar beet (excluding seed),0
2013,Latvia,Other root crops n.e.c.,0
2013,Latvia,Industrial crops,508
2013,Latvia,Oilseeds,208.3
2013,Latvia,"Rape, turnip rape, sunflower seeds and soya",299.1
2013,Latvia,Rape and turnip rape seeds,299.1
2013,Latvia,Winter rape and turnip rape seeds,208.1
2013,Latvia,Spring rape and turnip rape seeds,0
2013,Latvia,Sunflower seed,0
2013,Latvia,Soya,0
2013,Latvia,Linseed (oilflax),0.2
2013,Latvia,Cotton seed,0
2013,Latvia,Other oilseed crops n.e.c.,0
2013,Latvia,Fibre crops,0
2013,Latvia,Fibre flax,0.5
2013,Latvia,Hemp,0.1
2013,Latvia,Cotton fibre,0
2013,Latvia,Other fibre crops n.e.c.,0
2013,Latvia,Tobacco,0
2013,Latvia,Hops,0
2013,Latvia,"Aromatic, medicinal and culinary plants",0
2013,Latvia,Energy crops n.e.c.,0
2013,Latvia,Other industrial crops n.e.c.,0
2013,Latvia,Plants harvested green from arable land,0
2013,Latvia,Temporary grasses and grazings,0
2013,Latvia,Leguminous plants harvested green,0
2013,Latvia,Lucerne,0
2013,Latvia,Other leguminous plants harvested green n.e.c.,0
2013,Latvia,Clover and mixtures,0
2013,Latvia,Green maize,610.6
2013,Latvia,Other cereals harvested green (excluding green maize),98.2
2013,Latvia,Other plants harvested green from arable land n.e.c.,0
2013,Latvia,Fresh vegetables (including melons) and strawberries,1.1
2013,Latvia,Fresh vegetables (including melons),0
2013,Latvia,Brassicas,0
2013,Latvia,Cauliflower and broccoli,0.6
2013,Latvia,Brussels sprouts,0
2013,Latvia,Cabbages,22.6
2013,Latvia,Other brassicas n.e.c,0
2013,Latvia,Kohlrabi,0
2013,Latvia,Leafy and stalked vegetables (excluding brassicas),0
2013,Latvia,Leeks,0.2
2013,Latvia,Celery,0
2013,Latvia,Lettuces,0.1
2013,Latvia,Lettuces - under glass or high accessible cover,0.1
2013,Latvia,Endives,0
2013,Latvia,Spinach,0
2013,Latvia,Asparagus,0
2013,Latvia,Chicory,0
2013,Latvia,Chicory for fresh consumption,0
2013,Latvia,Chicory for processing,0
2013,Latvia,Artichokes,0
2013,Latvia,Other leafy or stalked vegetables n.e.c.,0
2013,Latvia,Vegetables cultivated for fruit (including melons),0
2013,Latvia,Tomatoes,6.4
2013,Latvia,Tomatoes for fresh consumption,6.4
2013,Latvia,Tomatoes for processing,0
2013,Latvia,Tomatoes - under glass or high accessible cover,6.4
2013,Latvia,Cucumbers,8.6
2013,Latvia,Cucumbers - under glass or high accessible cover,0
2013,Latvia,Gherkins,0
2013,Latvia,Eggplants,0
2013,Latvia,Courgettes and marrows,0
2013,Latvia,Gourds and pumpkins,0
2013,Latvia,Muskmelons,0
2013,Latvia,Watermelons,0
2013,Latvia,Peppers (capsicum),0
2013,Latvia,Peppers (capsicum) - under glass or high accessible cover,0
2013,Latvia,Other vegetables cultivated for fruit n.e.c.,0
2013,Latvia,"Root, tuber and bulb vegetables",0
2013,Latvia,Carrots,13.9
2013,Latvia,Onions,4.5
2013,Latvia,Shallots,0
2013,Latvia,Beetroot,0
2013,Latvia,Celeriac,0
2013,Latvia,Radishes,0
2013,Latvia,Garlic,0.2
2013,Latvia,"Other root, tuber and bulb vegetables n.e.c.",0
2013,Latvia,Fresh pulses,0
2013,Latvia,Fresh peas,0
2013,Latvia,Fresh beans,0
2013,Latvia,Other fresh pulses n.e.c.,0
2013,Latvia,Other fresh vegetables n.e.c.,0
2013,Latvia,Strawberries,1.1
2013,Latvia,Strawberries - under glass or high accesible cover,0
2013,Latvia,Flowers and ornamental plants (excluding nurseries),0
2013,Latvia,Seeds and seedlings,0
2013,Latvia,Other arable land crops n.e.c.,0
2013,Latvia,Fallow land,0
2013,Latvia,Permanent grassland,0
2013,Latvia,Permanent crops,0
2013,Latvia,Permanent crops for human consumption including those from kitchen gardens,0
2013,Latvia,Permanent crops for human consumption,0
2013,Latvia,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2013,Latvia,Pome fruits,0
2013,Latvia,Apples,14.8
2013,Latvia,Apples for fresh consumption,14.8
2013,Latvia,Apples for processing,0
2013,Latvia,Pears,1
2013,Latvia,Pears for fresh consumption,0
2013,Latvia,Pears for processing,0
2013,Latvia,Other pome fruits n.e.c.,0
2013,Latvia,Stone fruits,0
2013,Latvia,Peaches and nectarines,0
2013,Latvia,Peaches,0
2013,Latvia,Nectarines,0
2013,Latvia,Peaches and nectarines for processing,0
2013,Latvia,Apricots,0
2013,Latvia,Cherries,0.1
2013,Latvia,Sour cherries,0
2013,Latvia,Sweet cherries,0
2013,Latvia,Plums,0.2
2013,Latvia,Other stone fruits n.e.c,0
2013,Latvia,Fruits from subtropical and tropical climate zones,0
2013,Latvia,Figs,0
2013,Latvia,Kiwis,0
2013,Latvia,Avocados,0
2013,Latvia,Bananas,0
2013,Latvia,Other fruits from subtropical and tropical climate zones n.e.c.,0
2013,Latvia,Berries (excluding strawberries),0
2013,Latvia,Currants,0
2013,Latvia,Blackcurrants,0.5
2013,Latvia,Redcurrants,0
2013,Latvia,Raspberries,0.1
2013,Latvia,Blueberries,0
2013,Latvia,Other berries n.e.c.,0
2013,Latvia,Gooseberries,0
2013,Latvia,Nuts,0
2013,Latvia,Walnuts,0
2013,Latvia,Hazelnuts,0
2013,Latvia,Almonds,0
2013,Latvia,Chestnuts,0
2013,Latvia,Other nuts n.e.c.,0
2013,Latvia,Citrus fruits,0
2013,Latvia,Oranges,0
2013,Latvia,Navel oranges,0
2013,Latvia,White oranges (blancas),0
2013,Latvia,Blood oranges (sanguines),0
2013,Latvia,Others oranges n.e.c,0
2013,Latvia,Small citrus fruits,0
2013,Latvia,Satsumas,0
2013,Latvia,Clementines,0
2013,Latvia,Other small citrus fruits (including hybrids) n.e.c.,0
2013,Latvia,Lemons and acid limes,0
2013,Latvia,Yellow lemons,0
2013,Latvia,Acid limes,0
2013,Latvia,Pomelos and grapefruit,0
2013,Latvia,Other citrus fruits n.e.c.,0
2013,Latvia,Grapes,0
2013,Latvia,Grapes for wines,0
2013,Latvia,Grapes for wines with protected designation of origin (PDO),0
2013,Latvia,Grapes for wines with protected geographical indication (PGI),0
2013,Latvia,Grapes for other wines n.e.c. (without PDO/PGI),0
2013,Latvia,Grapes for table use,0
2013,Latvia,Grapes for raisins,0
2013,Latvia,Grapes for other purposes n.e.c.,0
2013,Latvia,Olives,0
2013,Latvia,Olives for table use,0
2013,Latvia,Olives for oil,0
2013,Latvia,Other permanent crops for human consumption n.e.c.,0
2013,Latvia,Nurseries,0
2013,Latvia,Other permanent crops,0
2013,Latvia,Kitchen gardens,0
2013,Latvia,Cultivated mushrooms,0
2013,Latvia,Champignons,0
2013,Latvia,Other cultivated mushrooms n.e.c.,0
2013,Lithuania,Utilised Agricultural Area,0
2013,Lithuania,Arable land,0
2013,Lithuania,Cereals for the production of grain (including seed),4474.8
2013,Lithuania,Cereals (excluding rice) for the production of grain (including seed),4474.8
2013,Lithuania,Wheat and spelt,2871.3
2013,Lithuania,Common wheat and spelt,2871.3
2013,Lithuania,Common winter wheat and spelt,2124.5
2013,Lithuania,Common spring wheat and spelt,746.8
2013,Lithuania,Durum wheat,0
2013,Lithuania,Rye and winter cereal mixtures (maslin),96.5
2013,Lithuania,Rye,96.5
2013,Lithuania,Winter cereal mixtures (maslin),0
2013,Lithuania,Barley,685.7
2013,Lithuania,Winter barley,25.6
2013,Lithuania,Spring barley,660.1
2013,Lithuania,Oats and spring cereal mixtures (mixed grain other than maslin),210.7
2013,Lithuania,Oats,164.7
2013,Lithuania,Spring cereal mixtures (mixed grain other than maslin),46
2013,Lithuania,Grain maize and corn-cob-mix,127.2
2013,Lithuania,Triticale,453.8
2013,Lithuania,Sorghum,0
2013,Lithuania,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",29.6
2013,Lithuania,Rice,0
2013,Lithuania,Rice Indica,0
2013,Lithuania,Rice Japonica,0
2013,Lithuania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),89.6
2013,Lithuania,Field peas,50.6
2013,Lithuania,Broad and field beans,16.8
2013,Lithuania,Sweet lupins,3.5
2013,Lithuania,Other dry pulses and protein crops n.e.c.,18.7
2013,Lithuania,Root crops,1436.6
2013,Lithuania,Potatoes (including seed potatoes),420.7
2013,Lithuania,Sugar beet (excluding seed),967.1
2013,Lithuania,Other root crops n.e.c.,48.8
2013,Lithuania,Industrial crops,558.3
2013,Lithuania,Oilseeds,555.3
2013,Lithuania,"Rape, turnip rape, sunflower seeds and soya",552.1
2013,Lithuania,Rape and turnip rape seeds,550.6
2013,Lithuania,Winter rape and turnip rape seeds,290.7
2013,Lithuania,Spring rape and turnip rape seeds,259.9
2013,Lithuania,Sunflower seed,0
2013,Lithuania,Soya,1.5
2013,Lithuania,Linseed (oilflax),0.2
2013,Lithuania,Cotton seed,0
2013,Lithuania,Other oilseed crops n.e.c.,3
2013,Lithuania,Fibre crops,0.1
2013,Lithuania,Fibre flax,0
2013,Lithuania,Hemp,0.1
2013,Lithuania,Cotton fibre,0
2013,Lithuania,Other fibre crops n.e.c.,0
2013,Lithuania,Tobacco,0
2013,Lithuania,Hops,0
2013,Lithuania,"Aromatic, medicinal and culinary plants",2.8
2013,Lithuania,Energy crops n.e.c.,0.3
2013,Lithuania,Other industrial crops n.e.c.,0.1
2013,Lithuania,Plants harvested green from arable land,8033.9
2013,Lithuania,Temporary grasses and grazings,6484.6
2013,Lithuania,Leguminous plants harvested green,781.3
2013,Lithuania,Lucerne,65.8
2013,Lithuania,Other leguminous plants harvested green n.e.c.,715.5
2013,Lithuania,Clover and mixtures,0
2013,Lithuania,Green maize,671.7
2013,Lithuania,Other cereals harvested green (excluding green maize),68.2
2013,Lithuania,Other plants harvested green from arable land n.e.c.,28.1
2013,Lithuania,Fresh vegetables (including melons) and strawberries,235.2
2013,Lithuania,Fresh vegetables (including melons),232.3
2013,Lithuania,Brassicas,68.9
2013,Lithuania,Cauliflower and broccoli,2
2013,Lithuania,Brussels sprouts,0
2013,Lithuania,Cabbages,64.8
2013,Lithuania,Other brassicas n.e.c,2.1
2013,Lithuania,Kohlrabi,0
2013,Lithuania,Leafy and stalked vegetables (excluding brassicas),3.9
2013,Lithuania,Leeks,0.4
2013,Lithuania,Celery,0.2
2013,Lithuania,Lettuces,2.8
2013,Lithuania,Lettuces - under glass or high accessible cover,0
2013,Lithuania,Endives,0
2013,Lithuania,Spinach,0.1
2013,Lithuania,Asparagus,0
2013,Lithuania,Chicory,0
2013,Lithuania,Chicory for fresh consumption,0
2013,Lithuania,Chicory for processing,0
2013,Lithuania,Artichokes,0
2013,Lithuania,Other leafy or stalked vegetables n.e.c.,0.4
2013,Lithuania,Vegetables cultivated for fruit (including melons),37
2013,Lithuania,Tomatoes,11.8
2013,Lithuania,Tomatoes for fresh consumption,11.8
2013,Lithuania,Tomatoes for processing,0
2013,Lithuania,Tomatoes - under glass or high accessible cover,0
2013,Lithuania,Cucumbers,22.8
2013,Lithuania,Cucumbers - under glass or high accessible cover,0
2013,Lithuania,Gherkins,0
2013,Lithuania,Eggplants,0
2013,Lithuania,Courgettes and marrows,1.2
2013,Lithuania,Gourds and pumpkins,1.2
2013,Lithuania,Muskmelons,0
2013,Lithuania,Watermelons,0
2013,Lithuania,Peppers (capsicum),0
2013,Lithuania,Peppers (capsicum) - under glass or high accessible cover,0
2013,Lithuania,Other vegetables cultivated for fruit n.e.c.,0
2013,Lithuania,"Root, tuber and bulb vegetables",117.1
2013,Lithuania,Carrots,51.1
2013,Lithuania,Onions,22.6
2013,Lithuania,Shallots,0
2013,Lithuania,Beetroot,40.7
2013,Lithuania,Celeriac,0.1
2013,Lithuania,Radishes,0.2
2013,Lithuania,Garlic,1.6
2013,Lithuania,"Other root, tuber and bulb vegetables n.e.c.",0.8
2013,Lithuania,Fresh pulses,1.7
2013,Lithuania,Fresh peas,0.8
2013,Lithuania,Fresh beans,0.5
2013,Lithuania,Other fresh pulses n.e.c.,0.4
2013,Lithuania,Other fresh vegetables n.e.c.,0.8
2013,Lithuania,Strawberries,2.9
2013,Lithuania,Strawberries - under glass or high accesible cover,0
2013,Lithuania,Flowers and ornamental plants (excluding nurseries),0
2013,Lithuania,Seeds and seedlings,0
2013,Lithuania,Other arable land crops n.e.c.,0
2013,Lithuania,Fallow land,0
2013,Lithuania,Permanent grassland,0
2013,Lithuania,Permanent crops,0
2013,Lithuania,Permanent crops for human consumption including those from kitchen gardens,0
2013,Lithuania,Permanent crops for human consumption,66.3
2013,Lithuania,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2013,Lithuania,Pome fruits,0
2013,Lithuania,Apples,56.4
2013,Lithuania,Apples for fresh consumption,9.9
2013,Lithuania,Apples for processing,0
2013,Lithuania,Pears,1.3
2013,Lithuania,Pears for fresh consumption,0
2013,Lithuania,Pears for processing,0
2013,Lithuania,Other pome fruits n.e.c.,0
2013,Lithuania,Stone fruits,0
2013,Lithuania,Peaches and nectarines,0
2013,Lithuania,Peaches,0
2013,Lithuania,Nectarines,0
2013,Lithuania,Peaches and nectarines for processing,0
2013,Lithuania,Apricots,0
2013,Lithuania,Cherries,0.5
2013,Lithuania,Sour cherries,0.5
2013,Lithuania,Sweet cherries,0
2013,Lithuania,Plums,0.9
2013,Lithuania,Other stone fruits n.e.c,0
2013,Lithuania,Fruits from subtropical and tropical climate zones,0
2013,Lithuania,Figs,0
2013,Lithuania,Kiwis,0
2013,Lithuania,Avocados,0
2013,Lithuania,Bananas,0
2013,Lithuania,Other fruits from subtropical and tropical climate zones n.e.c.,0
2013,Lithuania,Berries (excluding strawberries),0
2013,Lithuania,Currants,0
2013,Lithuania,Blackcurrants,3.3
2013,Lithuania,Redcurrants,0
2013,Lithuania,Raspberries,2
2013,Lithuania,Blueberries,0
2013,Lithuania,Other berries n.e.c.,0
2013,Lithuania,Gooseberries,0
2013,Lithuania,Nuts,0
