id,date,fund,category,measure,payment_amount,payments_number
766,13/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,108953.78,1
767,13/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",85653.73,1
768,14/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,98281.6,42
769,14/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,14424.35,1
770,14/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Δωρεάν διανομή γάλακτος,6530.83,1
771,14/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,3200,4
772,14/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,79208.03,1
773,14/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,198020.09,1
774,14/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,317681.78,2
775,14/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",21878.36,3
776,15/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,61848.95,3
777,15/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,1024,2
778,15/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,19244.61,2
779,15/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,171557.11,1
780,15/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,428892.76,1
781,15/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,84864.34,1
782,15/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,51098.78,1
783,15/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Βιολογική κτηνοτροφία - Ανειλημμένες υποχρεώσεις,246003.84,40
784,15/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Σπάνιες φυλές - Ανειλημμένες υποχρεώσεις,198138.66,16
785,16/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,1342033.35,2
786,16/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,47328.8,9
787,16/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,429852.32,3
788,16/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,108629.25,1
789,16/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,1338238.2,56
790,16/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Πρόωρη Συνταξιοδότηση Καν. 1257/99,5237137.73,29207
791,16/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Βιολογική κτηνοτροφία - Ανειλημμένες υποχρεώσεις,181467.65,50
792,16/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Σπάνιες φυλές - Ανειλημμένες υποχρεώσεις,72426.6,5
793,16/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",27513.89,2
794,19/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,15952.8,6
795,19/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,507530.56,6
796,19/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,1530484.41,2
797,19/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,1949572.75,57
798,19/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",301132.68,5
799,19/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",675.29,1
800,20/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,232541.9,61
801,20/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,43944.06,2
802,20/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,626424.41,1
803,20/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,18278.08,5
804,20/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,21204.39,2
805,20/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,299332.76,1
806,20/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,215664.64,1
807,20/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,290333.75,1
808,20/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,976678.87,34
809,20/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",155946.74,3
810,20/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",100811.49,2
811,21/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,89290.1,21
812,21/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,120884.71,4
813,21/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,215139.35,3
814,21/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,537848.36,3
815,21/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,139244.31,3
816,21/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,455591.96,2
817,21/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,438201.69,19
818,21/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Βιολογική κτηνοτροφία - Ανειλημμένες υποχρεώσεις,27750.93,10
819,21/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",567051.8,12
820,21/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",39953.78,1
821,22/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,39195,8
822,22/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,42581.57,2
823,22/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,31699.26,14
824,22/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,440265.33,2
825,22/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,1111486.05,2
826,22/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",113250.4,2
827,23/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,55003.09,3
828,23/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,12048.56,5
829,23/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,22082.34,2
830,23/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εντός Ένωσης,83193.2,1
831,23/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Εσωτερική Αγορά,207983.01,1
832,23/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,208474.6,2
833,23/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,242872,3
834,23/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,525798.23,19
835,23/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Βιολογική κτηνοτροφία - Ανειλημμένες υποχρεώσεις,23439.51,8
836,23/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Σπάνιες φυλές - Ανειλημμένες υποχρεώσεις,204257.2,15
837,23/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",68779.81,2
838,26/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,1569429.6,240
839,26/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,1137155.69,1
840,26/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,76506.88,19
841,26/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,54531.74,3
842,26/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,82151.5,2
843,26/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,424079.07,4
844,26/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,595295.46,21
845,26/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Δάσωση - Ανειλημμένες υποχρεώσεις,252138.59,159
846,26/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",470015.23,8
847,27/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,384894.9,36
848,27/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,25484.17,15
849,27/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,72904.73,6
850,27/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,1099259.71,41
851,27/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",31744.55,1
852,27/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",39913.14,1
853,27/09/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,133431.67,1
854,28/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,5173571.3,321
855,28/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,137315.9,2
856,28/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,23500,1
857,28/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,239547.05,3
858,28/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,445110.29,25
859,28/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",345317.46,13
860,28/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",64966.53,1
861,28/09/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ441 – Αειφόρος ανάπτυξη αλιευτικών περιοχών,75213.31,1
862,29/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,18324.9,34
863,29/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,62714.09,1
864,29/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,123557.72,7
865,29/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,52479.79,1
866,29/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,13405.54,1
867,29/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,1271956.28,3
868,29/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,924291.3,35
869,29/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Δάσωση - Ανειλημμένες υποχρεώσεις,79331.17,72
870,29/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Βιολογική κτηνοτροφία - Ανειλημμένες υποχρεώσεις,475618.18,138
871,29/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Σπάνιες φυλές - Ανειλημμένες υποχρεώσεις,132071.39,71
872,29/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",48286.16,1
873,30/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,6077.76,17
874,30/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Έκτακτα μέτρα στήριξης στα οπωροκηπευτικά,6941457.65,13
875,30/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,83618.26,18
876,30/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Πρόγραμμα Δραστηριότητας Οργανώσεων Ελαιουργικών Φορέων,369192.97,8
877,30/09/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Προϊόντων – Τρίτες Χώρες,34714.1,2
878,30/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,444441.69,6
879,30/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,895569.84,38
880,30/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Δάσωση - Ανειλημμένες υποχρεώσεις,369235.35,329
881,30/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Βιολογική κτηνοτροφία - Ανειλημμένες υποχρεώσεις,29788.97,8
882,30/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",113422.68,4
883,30/09/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",102513.76,2
884,03/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,27868.4,11
885,03/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,581284.15,5
886,03/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Σπάνιες φυλές - Ανειλημμένες υποχρεώσεις,367415.72,28
887,03/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",127002.38,2
888,03/10/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Μ331 – Συλλογικές δράσεις,9957.26,2
889,04/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,42268.7,142
890,04/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,8731.4,1
891,04/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,339097.53,3
892,04/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,292491.02,10
893,04/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Δάσωση - Ανειλημμένες υποχρεώσεις,69416.17,62
894,05/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,39923.32,100
895,05/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,67586.13,2
896,05/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,20545.28,4
897,05/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Οίνων – Τρίτες Χώρες,64458.73,1
898,05/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,180915.76,3
899,05/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,184393.83,7
900,05/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Δάσωση - Ανειλημμένες υποχρεώσεις,618744.28,498
901,05/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",72905.89,1
902,05/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",212358.21,3
903,06/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,154505.84,314
904,06/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,95162.49,2
905,06/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,6080,1
906,06/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Οίνων – Τρίτες Χώρες,28604.39,2
907,06/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,368459.41,6
908,06/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,1442137.03,10
909,06/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 121 - Ανειλημμένες υποχρεώσεις,139800.22,4
910,06/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Εξισωτική εκτός ορεινών Μέτρο 13.2,2182723.83,5153
911,06/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Εξισωτική ορεινών Μέτρο 13.1,6684151.48,10068
912,06/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",65479.73,2
913,06/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",211456.98,2
914,07/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Δωρεάν διανομή γάλακτος,11350.97,1
915,07/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,36413.6,6
916,07/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Οίνων – Τρίτες Χώρες,183575.31,2
917,07/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 123Α - Ανειλημμένες υποχρεώσεις,146116.72,2
918,07/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,128081.68,3
919,07/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Ολοκληρωμένη διαχείριση ζαχαροτεύτλων - Ανειλημμένες υποχρεώσεις,4133.97,8
920,07/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Βιολογική κτηνοτροφία - Ανειλημμένες υποχρεώσεις,953269.76,240
921,07/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Νιτρορύπανση - Ανειλημμένες υποχρεώσεις,2944.76,2
922,07/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Μέτρο 214 - Σπάνιες φυλές - Ανειλημμένες υποχρεώσεις,7750,3
923,07/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",194303.91,2
924,07/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",2946.45,1
925,10/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Αναδιάρθρωση αμπελώνων,193806.5,11
926,10/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,183732.64,412
927,10/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,40587.17,2
928,10/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,15126.4,4
929,10/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Οίνων – Τρίτες Χώρες,89369.45,3
930,10/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,794641.54,10
931,10/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 2 - ΕΓΤΑΑ,Δάσωση - Ανειλημμένες υποχρεώσεις,13853.22,19
932,10/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",215286.15,2
933,10/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",90588.57,1
934,10/10/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Πρόωρη Συνταξιοδότηση Αλιέων - block account,36684,25
935,10/10/16,ΕΤΑ,Πληρωμές ΕΤΑ 2007-2013,Πρόωρη Συνταξιοδότηση Αλιέων - ΠΔΕ,90882,61
936,11/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Βελτίωση στην παραγωγή και εμπορία μελιού,373985.25,505
937,11/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Επιχειρησιακό Πρόγραμμα Φρούτων,241856.45,4
938,11/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Μεταφορικά νησιών Αιγαίου,4045.12,5
939,11/10/16,ΕΓΤΕ,Μέτρα Αγοράς,Προώθηση Οίνων – Τρίτες Χώρες,50880.52,2
940,11/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 1 - ΕΓΤΑΑ,Μέτρο 125 - Ανειλημμένες υποχρεώσεις,936242.92,7
941,11/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 313, 312, 311 - Ανειλημμένες υποχρεώσεις",124367.72,2
942,11/10/16,ΕΓΤΑΑ,Μέτρα Άξονα 3 - ΕΓΤΑΑ,"Μέτρα 321, 322, 323 - Ανειλημμένες υποχρεώσεις",122436.06,3
